"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Cgref1.3"	1.86871711324935e-174	0.834211128329419	0.631	0.223	3.19419816167711e-170	"9"	"Cgref1"
"Smim22.5"	2.78503277776576e-174	0.904909253319314	0.912	0.569	4.76045652703502e-170	"9"	"Smim22"
"Rpl6.3"	4.88971909185896e-174	-0.574555306321805	0.996	0.997	8.35799684371453e-170	"9"	"Rpl6"
"Edf1.2"	1.61148170820661e-173	0.761719198452678	0.989	0.858	2.75450568383756e-169	"9"	"Edf1"
"Pycard.6"	5.39936102251702e-173	0.817697683937927	0.986	0.903	9.22912779578835e-169	"9"	"Pycard"
"Nqo1.2"	8.99886904980071e-173	0.588508892538566	0.43	0.112	1.53817668668243e-168	"9"	"Nqo1"
"Uqcrc1.4"	1.16388345162622e-172	0.870536252306666	0.975	0.762	1.9894259838647e-168	"9"	"Uqcrc1"
"Gas5.5"	2.5188158830686e-172	-1.19354616184227	0.81	0.909	4.30541198892916e-168	"9"	"Gas5"
"Ifitm3.8"	3.22332195675276e-172	-2.42297856752342	0.127	0.619	5.5096242206775e-168	"9"	"Ifitm3"
"Rps27a.3"	1.93922329337831e-171	-0.528119775186642	0.996	0.999	3.31471437537155e-167	"9"	"Rps27a"
"Cth.3"	3.72440238062699e-171	0.813178424501393	0.738	0.325	6.36612098920571e-167	"9"	"Cth"
"Lpgat1"	5.57019753335959e-171	0.634171198834087	0.434	0.115	9.52113864377155e-167	"9"	"Lpgat1"
"Micos10.5"	1.10782261991868e-170	0.739179882841399	0.988	0.856	1.893601204227e-166	"9"	"Micos10"
"Eno1.2"	3.43313350428648e-170	0.825940875937924	0.812	0.399	5.86825509887688e-166	"9"	"Eno1"
"Ndufs5.5"	2.58067271355014e-169	0.756596699096174	0.986	0.794	4.41114386927125e-165	"9"	"Ndufs5"
"Hmgn1.6"	1.22313635912489e-168	-1.49886347238085	0.3	0.703	2.09070697865217e-164	"9"	"Hmgn1"
"Atp5j.3"	3.44635789161254e-168	0.573652199541913	0.999	0.962	5.89085954413331e-164	"9"	"Atp5j"
"Rps20.3"	4.39080774083245e-168	-0.623076538609199	0.995	0.999	7.5052076714049e-164	"9"	"Rps20"
"Cox6a1.4"	6.49147167445437e-167	0.68730029616092	0.988	0.886	1.10958725331449e-162	"9"	"Cox6a1"
"Abcd3"	1.38475647079976e-166	0.699530638758351	0.595	0.208	2.36696423553802e-162	"9"	"Abcd3"
"Tmem86a"	2.12896102726876e-165	0.637479848424964	0.457	0.129	3.63903308391049e-161	"9"	"Tmem86a"
"Rpsa.4"	4.26809029618468e-165	-0.655902233593688	0.999	0.996	7.29544674326848e-161	"9"	"Rpsa"
"Pgam1.5"	1.01437029022402e-164	0.85823403673882	0.938	0.632	1.73386313707992e-160	"9"	"Pgam1"
"Myo5b"	1.89766174377603e-164	0.508653329144773	0.405	0.103	3.24367321863637e-160	"9"	"Myo5b"
"Tmem205.3"	3.6512871384786e-164	0.896130125777782	0.824	0.454	6.24114510580148e-160	"9"	"Tmem205"
"Chchd7.2"	7.82563294689642e-164	0.855700185477246	0.902	0.585	1.337635439613e-159	"9"	"Chchd7"
"Rpl37.3"	1.83939483299756e-163	-0.564092374154609	0.996	0.996	3.14407758804273e-159	"9"	"Rpl37"
"Pitpna.4"	8.30700649850014e-160	0.839069229649207	0.887	0.533	1.41991662078863e-155	"9"	"Pitpna"
"Ndufa11.5"	3.56186338394098e-159	0.70949706827113	0.988	0.86	6.08829308217032e-155	"9"	"Ndufa11"
"Cisd1.4"	3.94130117026001e-159	0.818420567555569	0.923	0.616	6.73686609032543e-155	"9"	"Cisd1"
"Rps8.3"	4.52321522277603e-159	-0.465971413317193	0.998	0.999	7.73153178029107e-155	"9"	"Rps8"
"Rpl14.3"	6.04843752758843e-158	-0.594214593215932	0.994	0.992	1.03385942659069e-153	"9"	"Rpl14"
"H2-T3.1"	1.04789034810047e-157	0.648286008797986	0.508	0.162	1.79115897200814e-153	"9"	"H2-T3"
"Ndufa5.4"	1.39611688584047e-157	0.714692078555005	0.988	0.826	2.38638259296711e-153	"9"	"Ndufa5"
"Hmgb2.8"	2.36641030524644e-157	-2.17859427122603	0.402	0.714	4.04490513475774e-153	"9"	"Hmgb2"
"Tm4sf20.4"	2.67321556212198e-157	0.883326016670969	0.924	0.598	4.56932736033511e-153	"9"	"Tm4sf20"
"Gsdmd"	5.14266137653755e-156	0.479639997679905	0.314	0.067	8.79035109091564e-152	"9"	"Gsdmd"
"Rpl32.3"	5.25059739882597e-156	-0.527415797812502	1	0.999	8.97484613381323e-152	"9"	"Rpl32"
"Abhd17a.2"	1.8808624622261e-155	0.91049323441076	0.859	0.532	3.21495820668307e-151	"9"	"Abhd17a"
"Impdh2.6"	3.36903331023764e-155	-1.2880327336483	0.238	0.659	5.7586886371892e-151	"9"	"Impdh2"
"Akr7a5.3"	1.17743727520479e-154	0.797783615134838	0.933	0.633	2.01259353450754e-150	"9"	"Akr7a5"
"Rps16.3"	3.77168356832011e-154	-0.513280247292395	0.996	0.997	6.44693872332957e-150	"9"	"Rps16"
"Rps3.3"	2.37970145357288e-153	-0.567073970387975	0.998	0.994	4.06762369459212e-149	"9"	"Rps3"
"Rps21.3"	9.80264039959997e-153	-0.57051908765072	0.995	0.995	1.67556532350362e-148	"9"	"Rps21"
"Tceal9.4"	1.9497875544946e-152	-1.30792626316799	0.065	0.546	3.33277186689762e-148	"9"	"Tceal9"
"Ndufb8.4"	2.82525677621771e-152	0.653466146985449	0.99	0.903	4.82921140758893e-148	"9"	"Ndufb8"
"Guca2b.8"	1.25676686432848e-151	1.44353552664665	0.612	0.229	2.14819160119668e-147	"9"	"Guca2b"
"Ndufab1.4"	2.14672469349964e-150	0.657079660378168	0.993	0.883	3.66939651859893e-146	"9"	"Ndufab1"
"Bsg.1"	2.95235425102009e-150	0.601883672434191	0.996	0.931	5.04645912126863e-146	"9"	"Bsg"
"Aoc1"	3.17923823768228e-150	0.602558133241546	0.508	0.164	5.43427191967033e-146	"9"	"Aoc1"
"Yif1a.3"	3.36951081580496e-150	0.797640113468564	0.815	0.445	5.75950483745541e-146	"9"	"Yif1a"
"Rmdn1"	5.03256179868106e-150	0.539621065822285	0.44	0.127	8.60215788248553e-146	"9"	"Rmdn1"
"Atp5a1.3"	9.29307080257949e-150	0.623444649749636	0.993	0.922	1.58846459228491e-145	"9"	"Atp5a1"
"Rpl18.3"	1.50787159960666e-149	-0.46443465305314	0.996	0.998	2.57740492520767e-145	"9"	"Rpl18"
"Hsd17b2.1"	3.64768371653313e-149	0.472452155306862	0.38	0.096	6.23498577667008e-145	"9"	"Hsd17b2"
"Tgfbi"	1.56571309866508e-148	0.383175426995035	0.259	0.049	2.67627339954822e-144	"9"	"Tgfbi"
"Ncl.6"	1.14329226511246e-147	-1.3422911206581	0.596	0.8	1.95422946875673e-143	"9"	"Ncl"
"Rpl13.3"	1.51494668690543e-147	-0.458960130984929	0.999	0.999	2.58949837192744e-143	"9"	"Rpl13"
"Rpl30.3"	2.78762287140193e-147	-0.478065123951939	0.999	0.997	4.76488377408732e-143	"9"	"Rpl30"
"Bad.3"	8.33943201084598e-147	0.730935789428455	0.696	0.301	1.4254591136139e-142	"9"	"Bad"
"Smdt1.4"	1.17991138324115e-146	0.662627122453871	0.981	0.873	2.0168225273741e-142	"9"	"Smdt1"
"Naprt"	2.80422678334811e-146	0.623569660315788	0.499	0.166	4.79326484077692e-142	"9"	"Naprt"
"Alas1.2"	1.02998600211305e-145	0.728062113159004	0.606	0.24	1.76055507341184e-141	"9"	"Alas1"
"Rpl11.3"	1.15054347978043e-145	-0.473271487848656	0.994	0.997	1.9666239699887e-141	"9"	"Rpl11"
"Ucp2.1"	2.30630038272674e-145	0.832854165061311	0.955	0.73	3.94215924419482e-141	"9"	"Ucp2"
"Smim31.2"	5.28417741367662e-145	0.637867186096527	0.584	0.215	9.03224445319744e-141	"9"	"Smim31"
"Scoc"	2.77142698817623e-144	0.493061708945157	0.37	0.096	4.73720015088964e-140	"9"	"Scoc"
"Sdcbp2.1"	3.40924632544571e-144	0.528726438018704	0.509	0.162	5.82742474408435e-140	"9"	"Sdcbp2"
"Rps5.3"	3.83423848148597e-144	-0.596535230150463	0.993	0.995	6.55386383640397e-140	"9"	"Rps5"
"Ndufv3.3"	2.57163662932809e-143	0.703280828611124	0.974	0.796	4.39569849051051e-139	"9"	"Ndufv3"
"Cisd3.4"	4.56393968310993e-143	0.762176194854559	0.829	0.449	7.80114210033981e-139	"9"	"Cisd3"
"Htatip2.1"	8.22744541402963e-143	0.622179071761896	0.551	0.198	1.40631724462009e-138	"9"	"Htatip2"
"Rpl27a.3"	1.67671200794401e-142	-0.511811652488289	0.995	0.996	2.86600383517869e-138	"9"	"Rpl27a"
"P4hb.8"	2.76582907837479e-142	0.746390177075769	0.894	0.545	4.72763164366604e-138	"9"	"P4hb"
"Cdhr5.6"	4.66926082031144e-142	0.648517993356005	0.659	0.268	7.98116752015835e-138	"9"	"Cdhr5"
"Rpl3.3"	4.75379286018621e-142	-0.587773592814211	0.985	0.988	8.12565813591629e-138	"9"	"Rpl3"
"Tle5.2"	1.10724358812615e-141	0.643043374261149	0.993	0.878	1.89261146518403e-137	"9"	"Tle5"
"Slc25a11.3"	2.98171518558383e-141	0.738082721416906	0.806	0.436	5.09664576671844e-137	"9"	"Slc25a11"
"Acox1"	4.85569012355682e-141	0.434119196548191	0.345	0.085	8.29983112819568e-137	"9"	"Acox1"
"Rps3a1.3"	1.691353908287e-140	-0.498798429740427	0.999	0.997	2.89103123543497e-136	"9"	"Rps3a1"
"Gde1.1"	3.6295001297215e-140	0.520438022722781	0.382	0.098	6.20390457173296e-136	"9"	"Gde1"
"Rps15a.3"	1.22576687169734e-137	-0.542642657048352	0.995	0.995	2.09520331379226e-133	"9"	"Rps15a"
"Por"	1.25716103921571e-137	0.507090795402194	0.414	0.119	2.14886536433141e-133	"9"	"Por"
"Set.5"	7.27675432072206e-137	-1.20225214445883	0.542	0.769	1.24381561604102e-132	"9"	"Set"
"Tpi1.4"	8.07486213589347e-137	0.70592906359974	0.986	0.827	1.38023618488827e-132	"9"	"Tpi1"
"Rpl23.3"	7.18112716680805e-136	-0.42910101290894	0.996	0.998	1.2274700666225e-131	"9"	"Rpl23"
"Vil1.3"	1.2872910227814e-135	0.753976680788688	0.721	0.344	2.20036654524025e-131	"9"	"Vil1"
"Dek.7"	1.32290268589641e-135	-1.34747919024985	0.205	0.6	2.26123756100273e-131	"9"	"Dek"
"Rpl26.3"	1.96390026579701e-135	-0.506721933212216	0.998	0.995	3.35689472432684e-131	"9"	"Rpl26"
"Entpd5"	7.64266534495813e-135	0.385127328470833	0.31	0.073	1.30636078741369e-130	"9"	"Entpd5"
"Slc22a18"	2.30030404626773e-134	0.477775327554282	0.373	0.101	3.93190970628544e-130	"9"	"Slc22a18"
"Gstp1.2"	5.24940609641559e-134	0.775512620157517	0.73	0.371	8.97280984060316e-130	"9"	"Gstp1"
"Slc12a2.4"	1.30054138564444e-133	-1.36246877833709	0.052	0.497	2.22301539048204e-129	"9"	"Slc12a2"
"Rpl15.3"	1.32902305503624e-133	-0.502710052259443	0.995	0.995	2.27169910797344e-129	"9"	"Rpl15"
"Rps7.3"	4.82171891174533e-133	-0.500333611201308	0.998	0.995	8.2417641358463e-129	"9"	"Rps7"
"Mpc2.4"	8.43738350610361e-133	0.671270969424087	0.985	0.812	1.44220196269829e-128	"9"	"Mpc2"
"Acadvl.3"	1.73893614148635e-132	0.742484305382168	0.712	0.35	2.97236354664261e-128	"9"	"Acadvl"
"Pex16.1"	2.0718125801201e-132	0.640569014531683	0.598	0.241	3.54134924319929e-128	"9"	"Pex16"
"Rpl39.3"	2.78497082321348e-132	-0.531833667051057	0.994	0.99	4.76035062811881e-128	"9"	"Rpl39"
"Ifi35"	3.53599764117526e-132	0.61129165179743	0.59	0.233	6.04408076806087e-128	"9"	"Ifi35"
"Pepd.1"	1.41181878196075e-131	0.851527007959763	0.592	0.242	2.41322184400552e-127	"9"	"Pepd"
"Atp5b.3"	6.72138187491045e-131	0.581767838067365	0.999	0.948	1.14888580387844e-126	"9"	"Atp5b"
"Mif.7"	7.73626613255217e-131	-1.07597674088016	0.742	0.844	1.32235997003714e-126	"9"	"Mif"
"Ranbp1.7"	9.71779954861464e-131	-1.19401959820195	0.662	0.793	1.6610634768447e-126	"9"	"Ranbp1"
"Plin3.2"	1.90302035872668e-129	0.659466887633842	0.627	0.266	3.25283269917151e-125	"9"	"Plin3"
"Slc35c2"	1.06795947511215e-128	0.563589140131969	0.43	0.138	1.8254631308092e-124	"9"	"Slc35c2"
"Ppp1r14d.2"	1.42183677805286e-128	0.781477712688499	0.848	0.543	2.43034560472575e-124	"9"	"Ppp1r14d"
"Rab3gap2"	3.17419373105252e-128	0.396517903454499	0.284	0.065	5.42564934448808e-124	"9"	"Rab3gap2"
"Galm"	3.43405845237723e-128	0.566644100663206	0.501	0.175	5.8698361126484e-124	"9"	"Galm"
"Pank3.1"	5.76485250774931e-128	0.559041238935141	0.463	0.155	9.85386239149589e-124	"9"	"Pank3"
"Acaa1a"	9.82995409802537e-128	0.632816606357084	0.62	0.257	1.68023405397548e-123	"9"	"Acaa1a"
"Tma7.3"	4.83631553772266e-127	0.630003599962342	0.975	0.864	8.26671414862935e-123	"9"	"Tma7"
"Arl4a"	9.74835033192787e-127	0.590555694297465	0.564	0.219	1.66628552223643e-122	"9"	"Arl4a"
"Cds1.2"	1.57154552591938e-126	0.66816768248083	0.58	0.242	2.686242767454e-122	"9"	"Cds1"
"Acadm.3"	8.51951922155859e-125	0.659040498034691	0.734	0.362	1.45624142054101e-120	"9"	"Acadm"
"Clca3b.7"	1.81634918394191e-124	-1.36231363531014	0.054	0.483	3.1046856601119e-120	"9"	"Clca3b"
"Csrp2.5"	2.19693918324634e-124	-1.07473322032114	0.65	0.813	3.75522814592298e-120	"9"	"Csrp2"
"Rpl37a.3"	2.54579306494742e-124	-0.459379470388117	0.998	0.995	4.35152408591463e-120	"9"	"Rpl37a"
"Hist1h2bc.3"	2.81367874666225e-124	0.711519515916021	0.857	0.48	4.80942108166978e-120	"9"	"Hist1h2bc"
"Decr1.2"	2.85814652570645e-124	0.671802480894176	0.702	0.338	4.88542985639004e-120	"9"	"Decr1"
"Cd24a.6"	3.10893814260244e-124	-1.63718239613904	0.115	0.529	5.31410796715036e-120	"9"	"Cd24a"
"Atp5mpl.3"	1.76864835791778e-123	0.563760013901981	0.995	0.912	3.02315063818886e-119	"9"	"Atp5mpl"
"Xpnpep1.2"	3.6114111579079e-123	0.643813230657012	0.616	0.264	6.17298509221198e-119	"9"	"Xpnpep1"
"Ndufa13.2"	1.28904302562462e-122	0.539737584225003	0.993	0.936	2.20336124370017e-118	"9"	"Ndufa13"
"Hopx.5"	1.78201165584537e-122	-1.1585116231821	0.195	0.594	3.04599252333649e-118	"9"	"Hopx"
"Acadl.3"	9.6538913209504e-122	0.755656615505737	0.699	0.348	1.65013964349005e-117	"9"	"Acadl"
"Myl6.5"	1.29629437536391e-121	0.491349745704878	0.998	0.964	2.21575597580954e-117	"9"	"Myl6"
"Rpl34.3"	7.86891541425596e-121	-0.441700880173793	0.996	0.997	1.34503371175877e-116	"9"	"Rpl34"
"Abcg2"	9.13414772169976e-121	0.573394397389577	0.542	0.209	1.56129987007014e-116	"9"	"Abcg2"
"Slc25a20"	1.13391656560048e-120	0.381374503728153	0.287	0.069	1.93820358558089e-116	"9"	"Slc25a20"
"Slc35b1.5"	4.13980586009676e-120	0.66499717996597	0.737	0.37	7.07617015666339e-116	"9"	"Slc35b1"
"Rps9.3"	4.29580987042162e-120	-0.497969545960164	0.995	0.995	7.34282781151167e-116	"9"	"Rps9"
"Snrpf.5"	6.93106275180927e-120	-0.98859404624643	0.643	0.795	1.18472655616676e-115	"9"	"Snrpf"
"Gpi1.2"	9.09089517652048e-120	0.737355449699243	0.918	0.664	1.55390671252265e-115	"9"	"Gpi1"
"Ndufb3.3"	1.79424145979099e-119	0.670729388098775	0.945	0.73	3.06689692722075e-115	"9"	"Ndufb3"
"Slc39a5.3"	1.87563819277099e-119	0.650750961472309	0.637	0.286	3.20602836290345e-115	"9"	"Slc39a5"
"Mvp.4"	1.99760645812221e-119	0.550659409922864	0.604	0.245	3.41450871886829e-115	"9"	"Mvp"
"Snrpd1.7"	2.96287416819663e-119	-1.10337734625089	0.562	0.751	5.06444081569849e-115	"9"	"Snrpd1"
"Ndufs7.4"	1.56985499043309e-118	0.592137570986402	0.985	0.86	2.68335313514728e-114	"9"	"Ndufs7"
"Mal2.1"	4.45847403937343e-118	0.524485662216712	0.483	0.174	7.620869675501e-114	"9"	"Mal2"
"Mrps36.4"	1.12835340468969e-116	0.706566534255912	0.885	0.612	1.92869447463608e-112	"9"	"Mrps36"
"2410006H16Rik.5"	1.22522015498211e-116	-1.19748671055454	0.49	0.747	2.09426881091093e-112	"9"	"2410006H16Rik"
"Rps10.3"	1.79098809470354e-116	-0.405559399616338	1	0.998	3.06133595027676e-112	"9"	"Rps10"
"Ankrd9"	2.45084020991964e-116	0.493060129023356	0.4	0.126	4.18922117081564e-112	"9"	"Ankrd9"
"Rpl10a.3"	2.57948727020186e-116	-0.49208441333296	0.993	0.994	4.40911759095603e-112	"9"	"Rpl10a"
"Abcb1a"	2.71578021125904e-116	0.423007904097711	0.328	0.089	4.64208311510508e-112	"9"	"Abcb1a"
"Rps13.3"	1.41417605179641e-115	-0.466915258944205	0.998	0.995	2.41725112533561e-111	"9"	"Rps13"
"Aco2.2"	1.47155119318245e-115	0.713341670691493	0.798	0.475	2.51532245450677e-111	"9"	"Aco2"
"Ociad2.5"	1.72157156254179e-115	0.69773250063754	0.935	0.693	2.94268227185269e-111	"9"	"Ociad2"
"Ifi30.4"	2.66232796150166e-115	0.655561863007353	0.954	0.759	4.55071718459479e-111	"9"	"Ifi30"
"Ndufb5.3"	1.00654091525249e-114	0.579092195980507	0.981	0.859	1.72048038644108e-110	"9"	"Ndufb5"
"Sumo2.5"	1.24905474309599e-114	-0.923711461263045	0.735	0.835	2.13500927237398e-110	"9"	"Sumo2"
"Eef1a1.2"	1.64743907607141e-114	-0.428488034827694	0.996	0.997	2.81596761272886e-110	"9"	"Eef1a1"
"Rpl36a.3"	5.18991099972989e-114	-0.610638091210565	0.979	0.972	8.8711148718383e-110	"9"	"Rpl36a"
"Pls1"	7.61576479093878e-113	0.618442205792406	0.517	0.202	1.30176267571517e-108	"9"	"Pls1"
"Rpl35a.3"	7.91575956723958e-113	-0.437065476050068	0.998	0.996	1.35304078282826e-108	"9"	"Rpl35a"
"Pnp.3"	9.76559348020233e-113	0.720916120704598	0.861	0.531	1.66923289357098e-108	"9"	"Pnp"
"Psme2.4"	1.08012196648776e-112	0.646690641444461	0.969	0.768	1.84625247731752e-108	"9"	"Psme2"
"Slc3a2"	1.75037077145651e-112	0.586318788004154	0.518	0.204	2.99190875965061e-108	"9"	"Slc3a2"
"Rpl18a.3"	3.1561435551155e-112	-0.420422085846258	0.999	0.996	5.39479617875892e-108	"9"	"Rpl18a"
"Atp5e.2"	4.56910164615148e-112	0.448921032342161	0.996	0.978	7.80996544376673e-108	"9"	"Atp5e"
"Suclg1.2"	5.54710507837163e-112	0.60724950211694	0.966	0.807	9.48166671046062e-108	"9"	"Suclg1"
"Slc22a1.1"	6.31719765943534e-112	0.519627832354899	0.478	0.177	1.07979859592728e-107	"9"	"Slc22a1"
"Rps18.3"	6.40499046775359e-112	-0.464780240320084	0.998	0.994	1.09480502065312e-107	"9"	"Rps18"
"Fcgrt"	1.86940975371259e-111	0.38878618598554	0.331	0.093	3.19538209202093e-107	"9"	"Fcgrt"
"Cbx3.5"	1.09233367278193e-110	-1.07454945625918	0.205	0.566	1.86712594688616e-106	"9"	"Cbx3"
"Rps26.3"	1.31369620196716e-110	-0.466604712142868	0.999	0.996	2.24550091802246e-106	"9"	"Rps26"
"4931406C07Rik"	1.8165339534818e-110	0.53309282946747	0.442	0.156	3.10500148668644e-106	"9"	"4931406C07Rik"
"Ndfip2.2"	3.97085727188093e-110	0.624327926900678	0.741	0.386	6.78738633482608e-106	"9"	"Ndfip2"
"Mpc1.3"	7.06222908795201e-110	0.62151588974934	0.922	0.662	1.20714681800364e-105	"9"	"Mpc1"
"Cryl1.2"	7.87145939688557e-110	0.652325218300705	0.794	0.45	1.34546855470965e-105	"9"	"Cryl1"
"Ube4b"	8.77653255148721e-110	0.418849214430016	0.345	0.101	1.50017270902571e-105	"9"	"Ube4b"
"Aldh9a1.1"	3.47841036598432e-109	0.604763581208683	0.625	0.289	5.945646838577e-105	"9"	"Aldh9a1"
"Timm8b.3"	1.75582293471394e-108	0.666930871719966	0.92	0.706	3.00122814230654e-104	"9"	"Timm8b"
"Misp.2"	3.20946614412045e-108	0.655528926547528	0.729	0.386	5.48594048014509e-104	"9"	"Misp"
"Rps23.3"	3.44071376668411e-108	-0.482245424360817	0.993	0.99	5.88121204139315e-104	"9"	"Rps23"
"Nhp2.6"	4.69699491459831e-108	-1.05924500824584	0.52	0.72	8.02857340752289e-104	"9"	"Nhp2"
"Larp1b.1"	6.70377139255962e-108	0.597335044888173	0.654	0.313	1.14587564413022e-103	"9"	"Larp1b"
"2210016F16Rik.1"	1.18791187751211e-107	0.609571549504211	0.717	0.365	2.03049777223145e-103	"9"	"2210016F16Rik"
"Dut.5"	1.28755834512899e-107	-1.18441734950081	0.151	0.515	2.20082347932899e-103	"9"	"Dut"
"Atp6v0a2.1"	1.36422054759381e-107	0.471651726882983	0.421	0.143	2.3318621820021e-103	"9"	"Atp6v0a2"
"Rplp2.3"	1.53310243031986e-107	-0.464792968196329	0.996	0.99	2.62053198414573e-103	"9"	"Rplp2"
"Prmt1.4"	4.12942785474801e-107	-1.01498047575647	0.25	0.594	7.05843103212077e-103	"9"	"Prmt1"
"Nap1l1.4"	6.90621170844627e-107	-1.02538877795781	0.031	0.418	1.18047876732472e-102	"9"	"Nap1l1"
"Rpl9.3"	1.10573417106842e-106	-0.397899577260333	1	0.996	1.89003141860724e-102	"9"	"Rpl9"
"Ndufv2.4"	2.0044866662189e-106	0.594499048720817	0.971	0.792	3.42626905856797e-102	"9"	"Ndufv2"
"Rps2.4"	2.68378067710382e-106	-0.434010788577187	0.994	0.996	4.58738631137355e-102	"9"	"Rps2"
"Ndufb6.4"	7.07226432825495e-106	0.640156779478323	0.944	0.739	1.20886214162862e-101	"9"	"Ndufb6"
"Gm9926"	9.58543304685999e-106	0.40015501473048	0.34	0.101	1.63843807069978e-101	"9"	"Gm9926"
"Rps19.3"	1.0690214227413e-105	-0.476043481643863	0.992	0.992	1.82727831789171e-101	"9"	"Rps19"
"Nucks1.5"	1.55105424516901e-105	-1.12111033708607	0.347	0.641	2.65121702126738e-101	"9"	"Nucks1"
"Elovl6"	3.60731847253525e-105	0.445796924720631	0.354	0.109	6.16598946510451e-101	"9"	"Elovl6"
"Mkrn2os"	5.18689171384794e-105	0.49998607926567	0.473	0.176	8.86595400648029e-101	"9"	"Mkrn2os"
"Il17rc.1"	5.82130974045362e-105	0.479307303955039	0.447	0.161	9.95036473935737e-101	"9"	"Il17rc"
"Hint1.4"	8.20830258651868e-105	0.476965941945342	0.995	0.955	1.40304516111364e-100	"9"	"Hint1"
"Hnf4g.2"	1.75085950395994e-104	0.608634115459397	0.592	0.265	2.99274415011873e-100	"9"	"Hnf4g"
"Adipor2"	4.19439759866489e-104	0.512022443629302	0.521	0.206	7.1694838153979e-100	"9"	"Adipor2"
"Rps4x.3"	4.48040077438587e-104	-0.421243380385936	0.996	0.995	7.65834904365778e-100	"9"	"Rps4x"
"Dmbt1.8"	5.82511575648126e-104	0.738180742274922	0.815	0.433	9.95687036255342e-100	"9"	"Dmbt1"
"Fxyd3.8"	1.0314732887191e-103	-1.78113614205796	0.099	0.473	1.76309729240756e-99	"9"	"Fxyd3"
"Rpl12.3"	1.75417184299482e-103	-0.635819486581386	0.985	0.985	2.99840593123104e-99	"9"	"Rpl12"
"Svip.2"	1.88888202522344e-103	0.601596839784994	0.663	0.327	3.22866604571443e-99	"9"	"Svip"
"Ezr.1"	5.04341530632123e-103	0.67183131578576	0.753	0.422	8.62070978309489e-99	"9"	"Ezr"
"Ahcyl2.1"	5.42985949970797e-103	0.52182589348555	0.558	0.234	9.28125884285084e-99	"9"	"Ahcyl2"
"2010001A14Rik"	2.08368091464817e-102	0.375747992831583	0.298	0.083	3.56163578740812e-98	"9"	"2010001A14Rik"
"Mrpl34.4"	2.86744742449017e-102	0.593972085428485	0.951	0.758	4.90132788268104e-98	"9"	"Mrpl34"
"Rpl7.3"	3.3821309724256e-102	-0.435230926724918	0.993	0.989	5.78107647116708e-98	"9"	"Rpl7"
"Rab4a.1"	8.9773341232045e-102	0.517526985164514	0.522	0.211	1.53449572167935e-97	"9"	"Rab4a"
"Fdx1.3"	3.14229718492962e-101	0.606036915839177	0.737	0.405	5.3711285782002e-97	"9"	"Fdx1"
"Crot"	4.49348954666633e-101	0.440901535207869	0.397	0.134	7.68072168211676e-97	"9"	"Crot"
"Mocs2.1"	9.81708767151855e-101	0.635913786297902	0.819	0.505	1.67803479569267e-96	"9"	"Mocs2"
"Kcne3.6"	1.80132328206825e-100	-1.06587629354631	0.171	0.526	3.07900188603926e-96	"9"	"Kcne3"
"Rps28.3"	2.12720046350085e-100	-0.440874507887245	0.996	0.994	3.636023752262e-96	"9"	"Rps28"
"Ak2.4"	2.60339681973362e-100	0.653188050565761	0.893	0.634	4.44998618397068e-96	"9"	"Ak2"
"Ogdh"	3.56880953836392e-100	0.523077915629429	0.573	0.249	6.10016614392545e-96	"9"	"Ogdh"
"Selenoh.5"	4.18579170842396e-100	-1.02246284515267	0.169	0.514	7.15477376720908e-96	"9"	"Selenoh"
"Sfxn1.1"	4.18946426710695e-100	0.625522923348836	0.782	0.46	7.1610512717659e-96	"9"	"Sfxn1"
"Sod2.3"	1.20342237120071e-99	0.629350101713271	0.885	0.612	2.05700985909338e-95	"9"	"Sod2"
"Eef1b2.4"	1.60224217677657e-99	-0.55968009344284	0.99	0.977	2.73871255276419e-95	"9"	"Eef1b2"
"Gramd3"	3.55276845111769e-99	0.388061523355996	0.303	0.087	6.07274711349547e-95	"9"	"Gramd3"
"Klc4"	1.30692963863551e-98	0.481345753718716	0.438	0.161	2.23393483131968e-94	"9"	"Klc4"
"Cpt2"	1.39415833786602e-98	0.504224447462504	0.504	0.203	2.38303484691439e-94	"9"	"Cpt2"
"Surf4.2"	2.17514784179289e-98	0.56804119750542	0.663	0.329	3.71798020597659e-94	"9"	"Surf4"
"Esd.3"	5.27640999598768e-98	0.570070635651659	0.964	0.794	9.01896760614174e-94	"9"	"Esd"
"Ndfip1.2"	6.4769545420219e-98	0.564131480915981	0.721	0.378	1.1071058398678e-93	"9"	"Ndfip1"
"Prelid1.5"	6.80990971511362e-98	0.612463245028922	0.935	0.717	1.16401786760437e-93	"9"	"Prelid1"
"Rpl24.3"	7.52369010293392e-98	-0.400076404158894	0.996	0.993	1.28602434929449e-93	"9"	"Rpl24"
"Ppp1r14b.3"	1.90033741496149e-97	-0.80350541242224	0.778	0.858	3.24824674339367e-93	"9"	"Ppp1r14b"
"Rpl36.3"	2.27302688803848e-97	-0.414474905309673	0.996	0.996	3.88528485972417e-93	"9"	"Rpl36"
"Tmem14c.4"	2.60726787588071e-97	0.546916453927615	0.964	0.782	4.45660298024289e-93	"9"	"Tmem14c"
"Fam234a"	5.24940089547992e-97	0.452776118972091	0.419	0.151	8.97280095064383e-93	"9"	"Fam234a"
"Got1"	5.72589890320621e-97	0.495736874522949	0.477	0.191	9.78727899525037e-93	"9"	"Got1"
