"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Car4.2"	0	1.81500189979543	0.795	0.159	0	"9"	"Car4"
"Sult1b1.4"	0	1.7922733642071	0.943	0.258	0	"9"	"Sult1b1"
"Dgat1.5"	0	1.78774143806168	0.952	0.348	0	"9"	"Dgat1"
"Ms4a10.3"	0	1.75690484847816	0.878	0.277	0	"9"	"Ms4a10"
"Mdh2.6"	0	1.75163887752195	0.998	0.903	0	"9"	"Mdh2"
"Ces2c.1"	0	1.74551177395175	0.759	0.1	0	"9"	"Ces2c"
"Glod5.7"	0	1.72617532305964	0.979	0.483	0	"9"	"Glod5"
"Cyb5r3.6"	0	1.67971714865333	0.95	0.368	0	"9"	"Cyb5r3"
"Cbr1.3"	0	1.64999639333177	0.946	0.451	0	"9"	"Cbr1"
"Mgst3.6"	0	1.63141112954957	0.994	0.833	0	"9"	"Mgst3"
"Gna11.7"	0	1.6266622167716	0.977	0.509	0	"9"	"Gna11"
"Mogat2.1"	0	1.62454930605773	0.83	0.116	0	"9"	"Mogat2"
"Casp6.4"	0	1.62102981300053	0.93	0.347	0	"9"	"Casp6"
"Cyb5a.3"	0	1.6027211159072	0.995	0.786	0	"9"	"Cyb5a"
"Maoa.4"	0	1.56859963086714	0.881	0.276	0	"9"	"Maoa"
"Papss2"	0	1.56130790281718	0.59	0.029	0	"9"	"Papss2"
"Mttp.1"	0	1.54434154173955	0.831	0.156	0	"9"	"Mttp"
"Slc51a.1"	0	1.54042144784563	0.812	0.116	0	"9"	"Slc51a"
"Rdh7.1"	0	1.52354111137992	0.747	0.09	0	"9"	"Rdh7"
"Fahd1.3"	0	1.51001685648406	0.922	0.377	0	"9"	"Fahd1"
"Tm6sf2.1"	0	1.50924274719506	0.83	0.166	0	"9"	"Tm6sf2"
"Ces2a.1"	0	1.49165432546075	0.742	0.133	0	"9"	"Ces2a"
"Acsl5.1"	0	1.48906383651884	0.785	0.253	0	"9"	"Acsl5"
"Adh1.2"	0	1.47716794589684	0.875	0.199	0	"9"	"Adh1"
"Ces1f.1"	0	1.44117427421972	0.734	0.064	0	"9"	"Ces1f"
"Sult2b1.1"	0	1.44065943970678	0.805	0.171	0	"9"	"Sult2b1"
"Mep1b"	0	1.43177550309799	0.655	0.045	0	"9"	"Mep1b"
"Scp2.2"	0	1.4315794447118	0.985	0.732	0	"9"	"Scp2"
"Agpat2.4"	0	1.43091217051477	0.885	0.295	0	"9"	"Agpat2"
"Gapdh.5"	0	1.42149544764256	0.999	0.911	0	"9"	"Gapdh"
"Aadac.4"	0	1.41909234516932	0.857	0.271	0	"9"	"Aadac"
"Aldh1a1"	0	1.41832895616575	0.655	0.038	0	"9"	"Aldh1a1"
"Gpx1.7"	0	1.40562930270571	0.985	0.876	0	"9"	"Gpx1"
"Prxl2b.6"	0	1.39958985598068	0.933	0.404	0	"9"	"Prxl2b"
"Clec2h.2"	0	1.39314463018191	0.767	0.149	0	"9"	"Clec2h"
"Tmem120a.2"	0	1.38932176082596	0.828	0.209	0	"9"	"Tmem120a"
"Alpi"	0	1.37252831122683	0.605	0.036	0	"9"	"Alpi"
"Chp2.1"	0	1.35620022851359	0.76	0.125	0	"9"	"Chp2"
"Akr1c13.5"	0	1.34838180566205	0.902	0.395	0	"9"	"Akr1c13"
"Lypd8.6"	0	1.34744245046418	0.993	0.914	0	"9"	"Lypd8"
"Creb3l3"	0	1.33754821474554	0.646	0.027	0	"9"	"Creb3l3"
"Dbi.5"	0	1.33675337329944	0.999	0.964	0	"9"	"Dbi"
"Bpnt1.3"	0	1.30612488119517	0.809	0.247	0	"9"	"Bpnt1"
"Cst6.1"	0	1.29538872245034	0.75	0.138	0	"9"	"Cst6"
"Erich4.1"	0	1.29460616430411	0.709	0.081	0	"9"	"Erich4"
"Krt20.1"	0	1.29017771343937	0.744	0.163	0	"9"	"Krt20"
"Prpsap1.6"	0	1.28594920991504	0.907	0.406	0	"9"	"Prpsap1"
"Ldha.5"	0	1.27190944610337	0.998	0.848	0	"9"	"Ldha"
"Lgals3.2"	0	1.26165096868504	0.772	0.192	0	"9"	"Lgals3"
"Dhrs1.1"	0	1.25489567781166	0.744	0.224	0	"9"	"Dhrs1"
"Slc26a6.1"	0	1.22413373054912	0.648	0.055	0	"9"	"Slc26a6"
"Sult6b2"	0	1.22173510243559	0.347	0.008	0	"9"	"Sult6b2"
"Hagh.2"	0	1.21368569796229	0.848	0.321	0	"9"	"Hagh"
"Cmbl.3"	0	1.21142617340308	0.804	0.229	0	"9"	"Cmbl"
"Mdh1.3"	0	1.19624666376261	0.999	0.866	0	"9"	"Mdh1"
"Hdhd3.3"	0	1.19458214358781	0.788	0.265	0	"9"	"Hdhd3"
"Tmem37.1"	0	1.18151426524769	0.702	0.148	0	"9"	"Tmem37"
"Cdkn2b.1"	0	1.16960268155877	0.729	0.143	0	"9"	"Cdkn2b"
"Phgr1.6"	0	1.16435757795536	1	0.923	0	"9"	"Phgr1"
"Ugt2b5"	0	1.16317894483461	0.537	0.034	0	"9"	"Ugt2b5"
"Cyp3a13"	0	1.15789584124153	0.565	0.047	0	"9"	"Cyp3a13"
"Idh1.1"	0	1.15433035495634	0.718	0.204	0	"9"	"Idh1"
"Prdx1.4"	0	1.15429107457118	1	0.958	0	"9"	"Prdx1"
"Smlr1.1"	0	1.15348820383108	0.667	0.104	0	"9"	"Smlr1"
"Mpp1"	0	1.15269599495438	0.643	0.081	0	"9"	"Mpp1"
"Slc13a1"	0	1.14554427844342	0.515	0.036	0	"9"	"Slc13a1"
"Slc7a9.1"	0	1.12629111565642	0.668	0.097	0	"9"	"Slc7a9"
"Ndufb10.4"	0	1.10924196046904	0.998	0.866	0	"9"	"Ndufb10"
"Slc5a1"	0	1.09776554035206	0.584	0.124	0	"9"	"Slc5a1"
"Cideb.1"	0	1.09556671712606	0.684	0.126	0	"9"	"Cideb"
"H2-Q2"	0	1.0921374828628	0.658	0.149	0	"9"	"H2-Q2"
"Upp1.1"	0	1.0861947167614	0.672	0.111	0	"9"	"Upp1"
"Tkfc.2"	0	1.06958334691957	0.74	0.211	0	"9"	"Tkfc"
"Enpep"	0	1.06241789762668	0.574	0.055	0	"9"	"Enpep"
"Acbd4.1"	0	1.05768475531374	0.674	0.14	0	"9"	"Acbd4"
"Fmo5"	0	1.03260214725975	0.59	0.089	0	"9"	"Fmo5"
"Gpd1"	0	1.01639860737629	0.694	0.161	0	"9"	"Gpd1"
"Dpep1"	0	1.00647253274468	0.468	0.026	0	"9"	"Dpep1"
"Exoc3l4"	0	0.997497464168831	0.566	0.081	0	"9"	"Exoc3l4"
"Slc25a45"	0	0.987983059460399	0.558	0.045	0	"9"	"Slc25a45"
"Cox5a.5"	0	0.970571688747504	0.999	0.962	0	"9"	"Cox5a"
"Nat8"	0	0.966662443493163	0.502	0.036	0	"9"	"Nat8"
"Bcl2l15.1"	0	0.95896241478118	0.53	0.107	0	"9"	"Bcl2l15"
"Atp5o.4"	0	0.954744386121663	0.999	0.946	0	"9"	"Atp5o"
"Dhrs11.1"	0	0.953351982202935	0.68	0.18	0	"9"	"Dhrs11"
"Ms4a18"	0	0.924562834282812	0.516	0.05	0	"9"	"Ms4a18"
"Pla2g12b.1"	0	0.907871703011896	0.584	0.099	0	"9"	"Pla2g12b"
"Ace2"	0	0.895222142239245	0.423	0.022	0	"9"	"Ace2"
"Slc51b"	0	0.882475263873693	0.484	0.049	0	"9"	"Slc51b"
"Mme"	0	0.874823685997474	0.466	0.049	0	"9"	"Mme"
"Mall.1"	0	0.854791371883623	0.553	0.092	0	"9"	"Mall"
"0610005C13Rik.1"	0	0.853177168351306	0.603	0.132	0	"9"	"0610005C13Rik"
"Slc7a7"	0	0.822282983284745	0.533	0.108	0	"9"	"Slc7a7"
"Cyp2d26"	0	0.806867682725714	0.441	0.03	0	"9"	"Cyp2d26"
"Akr1b7"	0	0.797140263248268	0.373	0.018	0	"9"	"Akr1b7"
"Ugdh"	0	0.79617617898566	0.504	0.092	0	"9"	"Ugdh"
"Slc6a20a"	0	0.779164630363449	0.42	0.034	0	"9"	"Slc6a20a"
"Ggt1"	0	0.768379345387114	0.279	0.005	0	"9"	"Ggt1"
"Gstm6"	0	0.764308010602004	0.476	0.081	0	"9"	"Gstm6"
"Ugt2a3"	0	0.726035466174411	0.448	0.05	0	"9"	"Ugt2a3"
"Tmem86b"	0	0.680921385312191	0.367	0.033	0	"9"	"Tmem86b"
"Cyp2c65"	0	0.675911217102062	0.415	0.062	0	"9"	"Cyp2c65"
"Gm21885"	0	0.648625986974885	0.389	0.025	0	"9"	"Gm21885"
"Hkdc1"	0	0.643630563999062	0.386	0.041	0	"9"	"Hkdc1"
"Apol10a"	0	0.618823730451301	0.4	0.051	0	"9"	"Apol10a"
"Hsd17b6"	0	0.618427328569499	0.29	0.013	0	"9"	"Hsd17b6"
"Slc26a3"	0	0.615509421446973	0.395	0.05	0	"9"	"Slc26a3"
"Slc2a2"	0	0.610116523046206	0.251	0.004	0	"9"	"Slc2a2"
"2010106E10Rik"	0	0.599915937830426	0.329	0.015	0	"9"	"2010106E10Rik"
"Adh4"	0	0.58678364491209	0.312	0.015	0	"9"	"Adh4"
"Slc27a4"	0	0.563382786672528	0.348	0.042	0	"9"	"Slc27a4"
"Nr1i3"	0	0.56245713243528	0.358	0.037	0	"9"	"Nr1i3"
"Maf"	0	0.561365584373981	0.32	0.032	0	"9"	"Maf"
"Tubal3"	0	0.541953653754397	0.322	0.039	0	"9"	"Tubal3"
"Clic5"	0	0.517984742190597	0.32	0.03	0	"9"	"Clic5"
"Eci3"	0	0.513338623273586	0.288	0.015	0	"9"	"Eci3"
"Maob"	0	0.453611703958475	0.278	0.025	0	"9"	"Maob"
"Ptma.6"	0	-2.0140616067133	0.962	0.988	0	"9"	"Ptma"
"Crip1.5"	3.21154020276066e-303	1.32729234792037	1	0.925	5.4894856685788e-299	"9"	"Crip1"
"Mgst1.5"	1.63367435990497e-302	1.33003584135566	0.982	0.692	2.79243958338556e-298	"9"	"Mgst1"
"Chchd10.5"	2.49111347340356e-302	1.04006154526335	0.998	0.872	4.2580602600887e-298	"9"	"Chchd10"
"Cyp2c68"	1.00732661890413e-300	0.668549131174812	0.449	0.078	1.72182338969283e-296	"9"	"Cyp2c68"
"Anxa13.8"	3.36401375959963e-298	1.19290639942656	0.857	0.318	5.75010871928364e-294	"9"	"Anxa13"
"Krt19.8"	5.3176309957013e-297	1.19488400698092	0.993	0.92	9.08942666095224e-293	"9"	"Krt19"
"Slc9a3r1.1"	2.76960136149546e-291	1.2857245948043	0.845	0.339	4.73407960720418e-287	"9"	"Slc9a3r1"
"Aprt.3"	5.74707936300975e-290	1.15995152081199	0.99	0.769	9.82348275519256e-286	"9"	"Aprt"
"Apob"	2.15113168949713e-289	0.864223201567516	0.484	0.096	3.67692939685744e-285	"9"	"Apob"
"Uqcrfs1.4"	4.43848372724295e-287	1.04753074891361	0.992	0.826	7.58670023497638e-283	"9"	"Uqcrfs1"
"Cox4i1.3"	1.56108313296244e-282	0.639251311154257	1	0.99	2.66835939917271e-278	"9"	"Cox4i1"
"Rhoc"	1.05751640071073e-281	0.792828878891221	0.478	0.092	1.80761278373485e-277	"9"	"Rhoc"
"Lgals4.7"	1.94094035323301e-278	0.860494192803744	1	0.989	3.31764934578118e-274	"9"	"Lgals4"
"Hsd17b13"	5.50930743242097e-278	0.675439028785954	0.422	0.075	9.41705919423716e-274	"9"	"Hsd17b13"
"Dgat2"	1.08875405333799e-277	0.458088702015981	0.288	0.034	1.86100730337063e-273	"9"	"Dgat2"
"Ppa1.5"	2.38840153577934e-276	1.15174023156817	0.986	0.794	4.08249474510762e-272	"9"	"Ppa1"
"Bche"	6.30576666887651e-275	0.659042990681642	0.433	0.079	1.07784469671106e-270	"9"	"Bche"
"Calm1.2"	6.77687433359693e-275	0.757103191420343	1	0.984	1.15837112984172e-270	"9"	"Calm1"
"Cndp2.1"	8.80556568007635e-275	0.964155158698951	0.6	0.156	1.50513534169545e-270	"9"	"Cndp2"
"Cox5b.4"	3.64578487999972e-274	0.77888040644173	0.996	0.964	6.23174009538352e-270	"9"	"Cox5b"
"Btnl1"	5.38195653526295e-273	0.514442409447274	0.342	0.05	9.19937830572496e-269	"9"	"Btnl1"
"Slc25a5.3"	1.43602318744943e-271	0.871644781675037	0.999	0.938	2.45459443430732e-267	"9"	"Slc25a5"
"Serpinb6a.6"	1.82989457779747e-271	1.1792339074117	0.962	0.568	3.12783880182922e-267	"9"	"Serpinb6a"
"Atpif1.4"	2.55026406745987e-271	0.760441259423425	0.994	0.973	4.35916637050916e-267	"9"	"Atpif1"
"Emc9"	5.78427193010931e-271	0.716263888166128	0.483	0.1	9.88705601013584e-267	"9"	"Emc9"
"Acp5.2"	1.17717634945203e-269	1.07927952210133	0.825	0.328	2.01214753411836e-265	"9"	"Acp5"
"Aamdc.3"	1.53054470905105e-269	1.13560209631269	0.905	0.443	2.61616007118096e-265	"9"	"Aamdc"
"Cycs.5"	7.62600419910129e-267	1.0823473937065	0.992	0.77	1.30351289775238e-262	"9"	"Cycs"
"Plpp1"	3.95830847180671e-263	0.631606230362583	0.411	0.074	6.76593667085921e-259	"9"	"Plpp1"
"Ndufa6.3"	2.0952314227273e-262	0.938309615749396	0.992	0.861	3.58137907086777e-258	"9"	"Ndufa6"
"Txndc17.3"	3.00086810743149e-261	1.052453482556	0.986	0.773	5.12938385603265e-257	"9"	"Txndc17"
"Krt18.8"	1.94821892233818e-260	-2.10204718911124	0.678	0.919	3.33009060395264e-256	"9"	"Krt18"
"C1qtnf12.1"	9.75284979579292e-260	0.90897012453888	0.625	0.176	1.66705461559488e-255	"9"	"C1qtnf12"
"Ephx2"	2.58988571826488e-259	0.864329510549976	0.52	0.122	4.42689165823015e-255	"9"	"Ephx2"
"Cox7b.4"	2.60344095807942e-259	0.812246341986595	0.996	0.947	4.45006162964515e-255	"9"	"Cox7b"
"Sdhb.4"	2.71309969488351e-259	1.03070648778278	0.99	0.791	4.63750130846438e-255	"9"	"Sdhb"
"Atp5j2.4"	1.38157544776417e-258	0.781222086905745	0.996	0.968	2.36152691286329e-254	"9"	"Atp5j2"
"Pkm.4"	7.53381852522067e-258	1.21917833279138	0.963	0.622	1.28775560051597e-253	"9"	"Pkm"
"Anxa2.6"	2.05762366920021e-257	1.18007956912923	0.93	0.445	3.51709613776393e-253	"9"	"Anxa2"
"Cyp2j6"	4.22502942115524e-256	0.954974939301213	0.636	0.186	7.22184278958065e-252	"9"	"Cyp2j6"
"Cyb5b.3"	1.95998916524334e-255	1.09564997694619	0.842	0.374	3.35020948015044e-251	"9"	"Cyb5b"
"Acy1.1"	5.34836494160348e-255	0.856224988442291	0.595	0.16	9.14196019468283e-251	"9"	"Acy1"
"Sult1d1.5"	1.96641165749214e-254	1.13555655937583	0.869	0.396	3.36118744615131e-250	"9"	"Sult1d1"
"Chpt1.6"	2.47542567303258e-254	1.13385308634754	0.916	0.47	4.23124510291458e-250	"9"	"Chpt1"
"Cox7a2.4"	5.82164290913345e-254	0.796102620522301	0.999	0.95	9.95093422458181e-250	"9"	"Cox7a2"
"Atp5g1.5"	6.44189244732838e-253	0.736909689364447	0.998	0.979	1.10111267602184e-248	"9"	"Atp5g1"
"Stmn1.5"	3.85678836187596e-252	-2.64304267314853	0.214	0.758	6.59240834695458e-248	"9"	"Stmn1"
"Tmem253.1"	8.07979095868859e-251	0.615130856905169	0.438	0.087	1.38107866856864e-246	"9"	"Tmem253"
"Coro2a.1"	9.76467521938175e-251	0.672284022918987	0.496	0.111	1.66907593524892e-246	"9"	"Coro2a"
"Fbp2.4"	1.56969468150484e-250	1.0681179205182	0.971	0.676	2.68307911909623e-246	"9"	"Fbp2"
"Npm1.7"	1.70819953874413e-250	-1.68388930866586	0.823	0.922	2.91982547157534e-246	"9"	"Npm1"
"Atp5d.4"	2.36069643191257e-250	0.71112984618722	0.999	0.97	4.03513841106815e-246	"9"	"Atp5d"
"Atp5md.3"	2.58977215460578e-250	0.864715857260132	0.994	0.906	4.42669754386767e-246	"9"	"Atp5md"
"Uqcrq.4"	1.44697445507689e-249	0.754430404746182	0.998	0.967	2.47331343606293e-245	"9"	"Uqcrq"
"Serpinb1a.6"	3.19875133255653e-249	1.10401130590597	0.982	0.706	5.46762565273887e-245	"9"	"Serpinb1a"
"Gstk1"	3.33177404534075e-249	0.498857587447348	0.356	0.058	5.69500137570094e-245	"9"	"Gstk1"
"Chchd2.3"	8.99488406056278e-249	0.663543239941173	1	0.982	1.537495532472e-244	"9"	"Chchd2"
"Mgst2.6"	2.8025959268126e-248	1.17716392925189	0.888	0.446	4.79047721770078e-244	"9"	"Mgst2"
"Myl12b.3"	3.37943847573047e-247	1.02962412824245	0.981	0.789	5.7764741865661e-243	"9"	"Myl12b"
"Cox6b1.4"	2.89276413595764e-246	0.709326191146026	0.998	0.965	4.9446017375924e-242	"9"	"Cox6b1"
"Tmem139"	2.25957016883586e-244	0.427205198808681	0.303	0.043	3.86228328959113e-240	"9"	"Tmem139"
"H2afz.7"	1.41571081045167e-243	-1.71989852584679	0.894	0.952	2.41987448830504e-239	"9"	"H2afz"
"Cox6c.3"	2.41544309804513e-243	0.685611151853902	0.998	0.975	4.12871688748854e-239	"9"	"Cox6c"
"Atp5k.5"	2.46832188167517e-240	0.822488560275216	0.995	0.918	4.21910259234737e-236	"9"	"Atp5k"
"Abcg5"	1.11362925842275e-239	0.62530939363279	0.403	0.077	1.90352649142201e-235	"9"	"Abcg5"
"Aldoa.4"	2.70842915027095e-239	1.07727256899128	0.974	0.688	4.62951794655813e-235	"9"	"Aldoa"
"Ifitm2.6"	4.34878248870621e-239	-1.70542446057093	0.583	0.874	7.43337390794552e-235	"9"	"Ifitm2"
"Cox8a.3"	1.24532147328164e-237	0.589397222548472	0.999	0.987	2.12862799428032e-233	"9"	"Cox8a"
"Atp5l.3"	8.54059050758199e-236	0.723801049876028	0.995	0.957	1.45984313546099e-231	"9"	"Atp5l"
"Mtch2.4"	1.3444893426242e-235	1.02631752669433	0.964	0.651	2.29813563334755e-231	"9"	"Mtch2"
"Uqcrh.3"	1.63914378146527e-234	0.648171082436668	1	0.974	2.80178846565858e-230	"9"	"Uqcrh"
"Cyc1.6"	1.67267738322938e-234	0.867698636801271	0.996	0.87	2.85910745115398e-230	"9"	"Cyc1"
"Pfkp.1"	4.81873632252632e-231	0.685698771953859	0.528	0.133	8.23666599609424e-227	"9"	"Pfkp"
"Abcc2"	5.50508171821152e-229	0.482302002485592	0.301	0.045	9.40983618093896e-225	"9"	"Abcc2"
"Trim31.1"	1.16047889968853e-228	0.745474462897454	0.621	0.178	1.98360658323761e-224	"9"	"Trim31"
"Prdx5.2"	4.00244222786941e-228	1.1272427201809	0.951	0.643	6.84137450009719e-224	"9"	"Prdx5"
"Cox7c.3"	5.02931013565257e-228	0.629607600012673	1	0.979	8.59659981487093e-224	"9"	"Cox7c"
"Slc25a3.3"	1.44084973603114e-227	0.748016663351754	0.999	0.942	2.46284445379803e-223	"9"	"Slc25a3"
"Pnp2.4"	3.38074904765359e-227	0.916880834622256	0.713	0.247	5.77871434715429e-223	"9"	"Pnp2"
"Ndufb9.4"	4.40265462396362e-227	0.756780787188658	0.998	0.936	7.52545754874101e-223	"9"	"Ndufb9"
"Sar1b.3"	5.45057946468896e-227	1.07202631957673	0.892	0.477	9.31667547899284e-223	"9"	"Sar1b"
"Hsp90ab1.3"	8.23301976239458e-226	-1.17284198000823	0.976	0.983	1.40727006798611e-221	"9"	"Hsp90ab1"
"Tstd1.3"	1.13615958360521e-225	1.19055967161647	0.889	0.471	1.94203757625639e-221	"9"	"Tstd1"
"Atp5c1.4"	1.80244948509684e-225	0.771864258394534	0.996	0.928	3.08092690487602e-221	"9"	"Atp5c1"
"Tfg.2"	4.69709531509526e-224	1.02648769321844	0.834	0.389	8.02874502209232e-220	"9"	"Tfg"
"Uqcrb.4"	6.10826294296196e-224	0.755634147030465	0.998	0.938	1.04408538484049e-219	"9"	"Uqcrb"
"Hadh.4"	2.10651096996376e-221	1.0081883446563	0.963	0.709	3.60065920095906e-217	"9"	"Hadh"
"Acaa2.3"	5.61610832057335e-221	1.07875050377261	0.933	0.609	9.59961395235603e-217	"9"	"Acaa2"
"Reep6"	1.20207759318339e-220	0.758095007162994	0.598	0.174	2.05471123002837e-216	"9"	"Reep6"
"Ndufa4.4"	2.86284069695265e-220	0.66270948782253	0.995	0.971	4.89345360330116e-216	"9"	"Ndufa4"
"Mylk"	2.17231853068182e-219	0.493237115318078	0.329	0.056	3.71314406449444e-215	"9"	"Mylk"
"Ugt2b34.2"	4.8548614589836e-219	0.975310857809734	0.709	0.265	8.29841469184066e-215	"9"	"Ugt2b34"
"Hmgb1.6"	1.34493506685079e-218	-1.65738768065729	0.742	0.89	2.29889750976806e-214	"9"	"Hmgb1"
"Muc3"	3.02073740965652e-217	0.510882098171846	0.329	0.057	5.16334645432589e-213	"9"	"Muc3"
"Atp5f1.4"	2.07588194105398e-216	0.747123691312762	0.996	0.925	3.54830500184357e-212	"9"	"Atp5f1"
"Tubb5.7"	3.82106539435171e-215	-2.16942556192471	0.096	0.667	6.53134707856538e-211	"9"	"Tubb5"
"Myo1a.6"	4.21356488131871e-215	0.885248676365091	0.755	0.287	7.20224645163807e-211	"9"	"Myo1a"
"Abhd3"	1.9534242229687e-214	0.475233339638255	0.312	0.052	3.3389880243204e-210	"9"	"Abhd3"
"Lpcat3.2"	1.09541873563137e-213	0.878129471294938	0.746	0.289	1.8723992448147e-209	"9"	"Lpcat3"
"Ms4a8a.5"	2.72629500804856e-212	0.756800169717248	0.691	0.225	4.6600560572574e-208	"9"	"Ms4a8a"
"Ndufc1.4"	6.87711238432412e-212	0.822240101484573	0.993	0.874	1.17550481985252e-207	"9"	"Ndufc1"
"Gng12.5"	1.53819943859969e-211	0.973952197623031	0.836	0.396	2.62924430039846e-207	"9"	"Gng12"
"Aqp11.1"	3.04349904349107e-211	0.790689039276721	0.605	0.189	5.20225291503928e-207	"9"	"Aqp11"
"Tmsb4x.1"	1.99543301165263e-210	-0.934249233552253	0.99	0.981	3.41079364681784e-206	"9"	"Tmsb4x"
"Vmp1.2"	8.32188219776643e-210	0.983562706350616	0.83	0.394	1.42245932406422e-205	"9"	"Vmp1"
"Txn1.4"	8.67003797446523e-210	0.707204483728705	1	0.964	1.48196959097534e-205	"9"	"Txn1"
"Ddc"	1.16238127814591e-209	0.613330622401983	0.63	0.196	1.98685831873481e-205	"9"	"Ddc"
"Gm3336.1"	1.81104015801759e-208	0.709183353421351	0.495	0.127	3.09561094209947e-204	"9"	"Gm3336"
"Atp5g3.4"	3.83290766117336e-207	0.766197005523563	0.996	0.915	6.55158906524362e-203	"9"	"Atp5g3"
"Atp5h.4"	5.38167227681813e-207	0.639542830710894	0.998	0.966	9.19889242276522e-203	"9"	"Atp5h"
"Sec23a"	4.13922106346752e-206	0.533367940944095	0.372	0.075	7.07517056378504e-202	"9"	"Sec23a"
"Dstn.6"	6.80373353756762e-205	0.828398478515651	0.995	0.893	1.16296217357643e-200	"9"	"Dstn"
"Ftl1.1"	6.27177857562031e-204	0.680108218363344	1	0.984	1.07203511193078e-199	"9"	"Ftl1"
"Uqcr11.4"	8.52885901965201e-204	0.714241550246154	0.994	0.95	1.45783787222912e-199	"9"	"Uqcr11"
"Gpx4.4"	3.037445920509e-203	1.01963529373846	0.983	0.796	5.19190631192603e-199	"9"	"Gpx4"
"Actb.4"	1.93329514354767e-202	0.940774340053331	1	0.974	3.30458138886604e-198	"9"	"Actb"
"Ces2g"	2.00544942599692e-201	0.539427943653418	0.36	0.072	3.42791470385653e-197	"9"	"Ces2g"
"Hpgd"	2.11951183528823e-201	0.886030783579575	0.653	0.23	3.62288158005818e-197	"9"	"Hpgd"
"Ifi27l2b.8"	2.55274009438282e-201	1.09951317380638	0.945	0.625	4.36339864332855e-197	"9"	"Ifi27l2b"
"Abhd6"	9.06904935765708e-201	0.486895725496788	0.306	0.053	1.55017260670432e-196	"9"	"Abhd6"
"Etfb.3"	2.17093082227012e-200	0.868135353116821	0.975	0.773	3.71077205450631e-196	"9"	"Etfb"
"Gstm1.1"	5.86767785249784e-200	1.17056455391986	0.688	0.265	1.00296217532746e-195	"9"	"Gstm1"
"Olfm4.9"	7.90748663983889e-197	-3.871016056757	0.178	0.679	1.35162669134766e-192	"9"	"Olfm4"
"Anp32b.7"	3.7260979327988e-196	-1.52805492733942	0.526	0.802	6.36901919653299e-192	"9"	"Anp32b"
"Iqgap2"	6.00536998394405e-196	0.691933519196593	0.514	0.141	1.02649789135556e-191	"9"	"Iqgap2"
"Sdhd.4"	7.91016988888485e-194	0.919759996069307	0.955	0.69	1.35208533910709e-189	"9"	"Sdhd"
"Nfe2l2.3"	9.99964032585616e-193	0.962359553223923	0.836	0.421	1.70923852089859e-188	"9"	"Nfe2l2"
"Calml4.1"	1.18538271542946e-191	0.793625435296766	0.987	0.853	2.02617467548358e-187	"9"	"Calml4"
"Rps24.3"	7.07968396985833e-190	-0.52945169739895	0.999	0.999	1.21013038096788e-185	"9"	"Rps24"
"Atp1b1.2"	1.43256351641689e-188	0.97792528027355	0.968	0.724	2.4486808186114e-184	"9"	"Atp1b1"
"Cyp4f40"	9.27190814198397e-187	0.428003180699346	0.297	0.053	1.58484725870932e-182	"9"	"Cyp4f40"
"Ran.6"	1.49843696334478e-186	-1.3641565620728	0.813	0.881	2.56127830144523e-182	"9"	"Ran"
"Rpl41.1"	2.69031175908464e-186	-0.474699697644938	0.998	0.999	4.59854988980338e-182	"9"	"Rpl41"
"Stap2"	1.98741739700276e-185	0.652059341743357	0.549	0.165	3.39709255669682e-181	"9"	"Stap2"
"Casp1.2"	1.55770476466098e-184	0.870808071606883	0.79	0.366	2.66258475423501e-180	"9"	"Casp1"
"Tcn2"	2.14848808660938e-183	0.72733459747059	0.589	0.192	3.67241068644142e-179	"9"	"Tcn2"
"Pbld2"	3.71967958457994e-183	0.471930968962331	0.361	0.077	6.3580483139225e-179	"9"	"Pbld2"
"Adtrp"	2.34228643176986e-182	0.72221882280163	0.561	0.179	4.00367019782422e-178	"9"	"Adtrp"
"Abcg8"	3.65793637653402e-182	0.415360314858922	0.281	0.048	6.2525106484096e-178	"9"	"Abcg8"
"Vdac2.4"	7.48546469906962e-182	0.769149388909229	0.988	0.862	1.27949048101197e-177	"9"	"Vdac2"
"Tmbim6.5"	9.41579480293382e-182	0.85870349914113	0.973	0.799	1.60944180566548e-177	"9"	"Tmbim6"
"Snrpg.5"	2.48654054613884e-181	-1.14987443937436	0.811	0.898	4.25024375551512e-177	"9"	"Snrpg"
"S100a10.4"	2.26317954440887e-180	0.819395751056406	0.995	0.848	3.86845279525808e-176	"9"	"S100a10"
"Atp1a1.2"	3.3964716343786e-179	0.986692897523837	0.913	0.577	5.80558896464334e-175	"9"	"Atp1a1"
"Gstp3.1"	1.46334563886869e-177	0.616755145341398	0.417	0.106	2.50129670051826e-173	"9"	"Gstp3"
"Acot13.2"	5.26424285059722e-177	0.89838011169034	0.887	0.513	8.99817030452582e-173	"9"	"Acot13"
"Ccdc34.6"	5.53099302045776e-177	-1.63728100691138	0.21	0.676	9.45412636986846e-173	"9"	"Ccdc34"
"Serf2.1"	1.5093194767778e-176	0.568874862939594	0.999	0.984	2.57987978165629e-172	"9"	"Serf2"
"Krt8.5"	2.20343699097283e-176	0.648451251846671	0.998	0.981	3.76633484866986e-172	"9"	"Krt8"
"Ndufb7.5"	3.15419829132521e-176	0.736419387739541	0.988	0.866	5.39147113936219e-172	"9"	"Ndufb7"
"Srxn1"	1.69977092486303e-174	0.389130798624206	0.266	0.045	2.90541844186837e-170	"9"	"Srxn1"
