"","x"
"11072","Larp4b"
"11073","Dip2c"
"11074","Zmynd11"
"11075","Gm47802"
"11076","Chrm3"
"11077","Gm47405"
"11078","Mtr"
"11079","Heatr1"
"11080","Lgals8"
"11081","Edaradd"
"11082","Gm30239"
"11083","Ero1lb"
"11084","Gpr137b"
"11085","Lyst"
"11086","Gng4"
"11087","Gm47882"
"11088","B3galnt2"
"11089","Tbce"
"11090","Ggps1"
"11091","Arid4b"
"11092","Gm48027"
"11093","Hecw1"
"11094","Mrpl32"
"11095","Psma2"
"11096","AW209491"
"11097","Sugct"
"11098","Mplkip"
"11099","Cdk13"
"11100","Rala"
"11101","Yae1d1"
"11102","Vps41"
"11103","Tcrg-C1"
"11104","Tcrg-C2"
"11105","Tcrg-C4"
"11106","Stard3nl"
"11107","Epdr1"
"11108","Elmo1"
"11109","Gm32036"
"11110","Gm47664"
"11111","Olfr1369-ps1"
"11112","Trim27"
"11113","Zscan12"
"11114","Zkscan3"
"11115","Pgbd1"
"11116","4930470G03Rik"
"11117","Zscan26"
"11118","Nkapl"
"11119","Zkscan4"
"11120","AK157302"
"11121","Gm11273"
"11122","Zkscan8"
"11123","Hist1h2bl"
"11124","Hist1h2ai"
"11125","Hist1h2bm"
"11126","Hist1h4j"
"11127","Hist1h4k"
"11128","Hist1h2ak"
"11129","Hist1h2bn"
"11130","Hist1h1b"
"11131","Hist1h3i"
"11132","Hist1h2an"
"11133","Hist1h2bp"
"11134","Hist1h2ao"
"11135","Hist1h4n"
"11136","Hist1h2ap"
"11137","Hist1h2br"
"11138","Zfp184"
"11139","Prss16"
"11140","Hist1h2ah"
"11141","Hist1h2bk"
"11142","Hist1h4i"
"11143","Hist1h2ag"
"11144","Hist1h2bj"
"11145","Zfp322a"
"11146","Abt1"
"11147","C230035I16Rik"
"11148","Gm46404"
"11149","Gm11335"
"11150","Hist1h4h"
"11151","Hist1h2af"
"11152","Hist1h3g"
"11153","Hist1h2bh"
"11154","Hist1h3f"
"11155","Hist1h4f"
"11156","Hist1h1d"
"11157","Hist1h3e"
"11158","Hist1h2ae"
"11159","Hist1h2bg"
"11160","Hist1h2bf"
"11161","Hist1h2ad"
"11162","Hist1h3d"
"11163","Hist1h4d"
"11164","Hist1h2be"
"11165","Hist1h1e"
"11166","Hist1h2ac"
"11167","Hist1h2bc"
"11168","Hist1h4c"
"11169","Hfe"
"11170","Hist1h1c"
"11171","Hist1h3c"
"11172","Hist1h2bb"
"11173","Hist1h2ab"
"11174","Hist1h3b"
"11175","Hist1h4b"
"11176","Hist1h4a"
"11177","Hist1h3a"
"11178","Hist1h1a"
"11179","Trim38"
"11180","Slc17a1"
"11181","Slc17a4"
"11182","Scgn"
"11183","Carmil1"
"11184","Ripor2"
"11185","Gmnn"
"11186","BC005537"
"11187","Acot13"
"11188","Tdp2"
"11189","D130043K22Rik"
"11190","Aldh5a1"
"11191","9330162012Rik"
"11192","Gpld1"
"11193","Mrs2"
"11194","Prl6a1"
"11195","Gm11361"
"11196","Sox4"
"11197","A330102I10Rik"
"11198","Cdkal1"
"11199","E2f3"
"11200","Mboat1"
"11201","Uqcrfs1"
"11202","Dusp22"
"11203","Exoc2"
"11204","Hus1b"
"11205","A530084C06Rik"
"11206","Foxq1"
"11207","Gmds"
"11208","Wrnip1"
"11209","Serpinb1a"
"11210","Serpinb9"
"11211","Serpinb6a"
"11212","1110046J04Rik"
"11213","Nqo2"
"11214","Ripk1"
"11215","Bphl"
"11216","Tubb2a"
"11217","Tubb2b"
"11218","Gm36500"
"11219","Psmg4"
"11220","Slc22a23"
"11221","Pxdc1"
"11222","Fam50b"
"11223","Gm36839"
"11224","Prpf4b"
"11225","Fam217a"
"11226","Eci3"
"11227","Gm16984"
"11228","Eci2"
"11229","Cdyl"
"11230","Gm48708"
"11231","Rpp40"
"11232","Lyrm4"
"11233","Gm48770"
"11234","Fars2"
"11235","Nrn1"
"11236","Gm4035"
"11237","Gm47731"
"11238","Gm29590"
"11239","AI463229"
"11240","Rreb1"
"11241","Gm46411"
"11242","Ssr1"
"11243","Cage1"
"11244","Riok1"
"11245","Dsp"
"11246","Snrnp48"
"11247","Bmp6"
"11248","Txndc5"
"11249","Gm31834"
"11250","Gm40922"
"11251","Bloc1s5"
"11252","Eef1e1"
"11253","Slc35b3"
"11254","5033403F01Rik"
"11255","Gcnt2"
"11256","Pak1ip1"
"11257","Tmem14c"
"11258","Gm48510"
"11259","Elovl2"
"11260","Gm32063"
"11261","Smim13"
"11262","Nedd9"
"11263","Gm26877"
"11264","Tmem170b"
"11265","Adtrp"
"11266","Gm28707"
"11267","Hivep1"
"11268","Edn1"
"11269","Tbc1d7"
"11270","Gfod1"
"11271","Sirt5"
"11272","Nol7"
"11273","Ranbp9"
"11274","Mcur1"
"11275","Cd83"
"11276","Gm33195"
"11277","Gm34084"
"11278","Jarid2"
"11279","Dtnbp1"
"11280","Mylip"
"11281","Gmpr"
"11282","Atxn1"
"11283","5033430I15Rik"
"11284","Rbm24"
"11285","Cap2"
"11286","Fam8a1"
"11287","Nup153"
"11288","Kif13a"
"11289","2010001K21Rik"
"11290","Nhlrc1"
"11291","Tpmt"
"11292","Kdm1b"
"11293","Dek"
"11294","1700026N04Rik"
"11295","Rnf144b"
"11296","Id4"
"11297","Zfp169"
"11298","A830005F24Rik"
"11299","6720427I07Rik"
"11300","Ptpdc1"
"11301","Phf2"
"11302","Phf2os1"
"11303","Fam120a"
"11304","Wnk2"
"11305","Ninj1"
"11306","Card19"
"11307","Susd3"
"11308","Fgd3"
"11309","Bicd2"
"11310","Ippk"
"11311","Cenpp"
"11312","Tes3-ps"
"11313","Ecm2"
"11314","Nol8"
"11315","Iars"
"11316","Fbxw17"
"11317","Spin1"
"11318","Nxnl2"
"11319","Cks2"
"11320","Secisbp2"
"11321","Sema4d"
"11322","Gadd45g"
"11323","Syk"
"11324","Auh"
"11325","Nfil3"
"11326","Ror2"
"11327","Sptlc1"
"11328","Sfxn1"
"11329","Gm48623"
"11330","Cplx2"
"11331","Thoc3"
"11332","Simc1"
"11333","4833439L19Rik"
"11334","Arl10"
"11335","Nop16"
"11336","Higd2a"
"11337","Cltb"
"11338","Faf2"
"11339","Rnf44"
"11340","Cdhr2"
"11341","Gprin1"
"11342","Sncb"
"11343","Tspan17"
"11344","Unc5a"
"11345","Uimc1"
"11346","Zfp346"
"11347","Fgfr4"
"11348","Nsd1"
"11349","Rab24"
"11350","Prelid1"
"11351","Mxd3"
"11352","Lman2"
"11353","Rgs14"
"11354","Slc34a1"
"11355","Grk6"
"11356","Prr7"
"11357","Dbn1"
"11358","Pdlim7"
"11359","Dok3"
"11360","Ddx41"
"11361","Fam193b"
"11362","Tmed9"
"11363","B4galt7"
"11364","Caml"
"11365","Ddx46"
"11366","B230219D22Rik"
"11367","Txndc15"
"11368","Pcbd2"
"11369","Pitx1"
"11370","Gm47071"
"11371","H2afy"
"11372","Slc25a48"
"11373","Fbxl21"
"11374","Lect2"
"11375","Tgfbi"
"11376","Smad5"
"11377","Trpc7"
"11378","Klhl3"
"11379","Hnrnpa0"
"11380","Idnk"
"11381","Ubqln1"
"11382","Gm48357"
"11383","Gkap1"
"11384","Kif27"
"11385","2210016F16Rik"
"11386","Hnrnpk"
"11387","Rmi1"
"11388","Slc28a3"
"11389","Ntrk2"
"11390","Agtpbp1"
"11391","Naa35"
"11392","Golm1"
"11393","Isca1"
"11394","Etohd2"
"11395","Tut7"
"11396","Gm48194"
"11397","Gm34961"
"11398","Dapk1"
"11399","Zfp808"
"11400","Gm3604"
"11401","Gm49359"
"11402","Zfp934"
"11403","6720489N17Rik"
"11404","Platr25"
"11405","Gm5141"
"11406","Fbp2"
"11407","Fbp1"
"11408","Aopep"
"11409","Fancc"
"11410","Ptch1"
"11411","Ercc6l2"
"11412","Gm47424"
"11413","Slc35d2"
"11414","Zfp367"
"11415","Habp4"
"11416","Cdc14b"
"11417","1810034E14Rik"
"11418","Prxl2c"
"11419","Ctsl"
"11420","Gm47123"
"11421","Cdk20"
"11422","Mfsd14b"
"11423","Gm36445"
"11424","Zfp369"
"11425","Gm40983"
"11426","Uqcrb"
"11427","Gm10767"
"11428","Mterf3"
"11429","Ptdss1"
"11430","Zfp712"
"11431","Gm46440"
"11432","Gm28557"
"11433","Rslcan18"
"11434","Zfp759"
"11435","Rsl1"
"11436","Zfp455"
"11437","Zfp458"
"11438","F630042J09Rik"
"11439","Zfp457"
"11440","Zfp595"
"11441","Gm17039"
"11442","Zfp456"
"11443","Zfp429"
"11444","Zfp459"
"11445","Zfp874a"
"11446","Zfp874b"
"11447","Gm48899"
"11448","Zfp58"
"11449","Zfp87"
"11450","Zfp748"
"11451","9430065F17Rik"
"11452","Zfp729b"
"11453","Zfp729a"
"11454","Zfp738"
"11455","Zfp65"
"11456","Zfp85os"
"11457","Zfp85"
"11458","Zfp493"
"11459","4930525G20Rik"
"11460","Zfp273"
"11461","Gm10037"
"11462","Mtrr"
"11463","Fastkd3"
"11464","1700001L19Rik"
"11465","Adcy2"
"11466","Gm35161"
"11467","Tent4a"
"11468","Nsun2"
"11469","Srd5a1"
"11470","Gm17108"
"11471","Med10"
"11472","Ice1"
"11473","Gm36426"
"11474","Irx4"
"11475","Ndufs6"
"11476","Mrpl36"
"11477","Lpcat1"
"11478","Clptm1l"
"11479","Tert"
"11480","Slc6a19"
"11481","Slc6a19os"
"11482","Slc12a7"
"11483","Trip13"
"11484","Brd9"
"11485","Gm15912"
"11486","Tppp"
"11487","Cep72"
"11488","Slc9a3"
"11489","Exoc3"
"11490","Pdcd6"
"11491","Sdha"
"11492","Ccdc127"
"11493","Zfp72"
"11494","Ftl1-ps1"
"11495","Gm47428"
"11496","E430024I08Rik"
"11497","Zfp825"
"11498","Gm47467"
"11499","Gm47469"
"11500","Gm46430"
"11501","Erap1"
"11502","Cast"
"11503","Pcsk1"
"11504","Ell2"
"11505","Gm48302"
"11506","Glrx"
"11507","Rhobtb3"
"11508","Spata9"
"11509","Rfesd"
"11510","Arsk"
"11511","Ttc37"
"11512","Gm31219"
"11513","Slf1"
"11514","2210408I21Rik"
"11515","Fam172a"
"11516","Pou5f2"
"11517","Arrdc3"
"11518","1700023H06Rik"
"11519","Adgrv1"
"11520","Lysmd3"
"11521","Polr3g"
"11522","Mblac2"
"11523","Gm17259"
"11524","Cetn3"
"11525","A230107N01Rik"
"11526","Tmem161b"
"11527","Gm49223"
"11528","Ccnh"
"11529","Rasa1"
"11530","Cox7c"
"11531","Edil3"
"11532","Vcan"
"11533","Gm4117"
"11534","Xrcc4"
"11535","Tmem167"
"11536","Rps23"
"11537","Atg10"
"11538","Ssbp2"
"11539","Acot12"
"11540","Zcchc9"
"11541","Ckmt2"
"11542","Rasgrf2"
"11543","Msh3"
"11544","Dhfr"
"11545","Fam151b"
"11546","Zfyve16"
"11547","Serinc5"
"11548","Thbs4"
"11549","Mtx3"
"11550","Tent2"
"11551","Homer1"
"11552","Jmy"
"11553","Bhmt2"
"11554","Gm47210"
"11555","Arsb"
"11556","Lhfpl2"
"11557","Scamp1"
"11558","Gm9776"
"11559","Ap3b1"
"11560","Tbca"
"11561","Wdr41"
"11562","Gm48420"
"11563","Pde8b"
"11564","Zbed3"
"11565","Aggf1"
"11566","S100z"
"11567","F2rl1"
"11568","Iqgap2"
"11569","Sv2c"
"11570","Gm20075"
"11571","Poc5"
"11572","Ankdd1b"
"11573","Polk"
"11574","Col4a3bp"
"11575","Hmgcr"
"11576","Ankrd31"
"11577","Gcnt4"
"11578","Gm48597"
"11579","Fam169a"
"11580","Gm6169"
"11581","Nsa2"
"11582","Gfm2"
"11583","Hexb"
"11584","Enc1"
"11585","Gm41030"
"11586","Gm26619"
"11587","Gm10260"
"11588","Arhgef28"
"11589","Utp15"
"11590","Ankra2"
"11591","Btf3"
"11592","Gm9828"
"11593","Gm10320"
"11594","Tmem174"
"11595","Tmem171"
"11596","Gm9465"
"11597","Fcho2"
"11598","D130062J10Rik"
"11599","Tnpo1"
"11600","Gm35215"
"11601","Ptcd2"
"11602","Mrps27"
"11603","6430562O15Rik"
"11604","Map1b"
"11605","Cartpt"
"11606","Mccc2"
"11607","Bdp1"
"11608","BC001981"
"11609","Serf1"
"11610","Smn1"
"11611","Naip2"
"11612","Naip5"
"11613","Naip6"
"11614","Naip1"
"11615","Gtf2h2"
"11616","Ocln"
"11617","Marveld2"
"11618","Rad17"
"11619","Ak6"
"11620","Taf9"
"11621","Ccdc125"
"11622","Cdk7"
"11623","Mrps36"
"11624","Cenph"
"11625","Ccnb1"
"11626","Slc30a5"
"11627","Pik3r1"
"11628","Mast4"
"11629","Gm30551"
"11630","Srek1"
"11631","Erbin"
"11632","Nln"
"11633","Sgtb"
"11634","Trappc13"
"11635","Shld3"
"11636","Trim23"
"11637","Ppwd1"
"11638","Cenpk"
"11639","Cwc27"
"11640","Srek1ip1"
"11641","Shisal2b"
"11642","Rgs7bp"
"11643","Rnf180"
"11644","Ipo11"
"11645","Dimt1"
"11646","Kif2a"
"11647","3830408C21Rik"
"11648","Gm48684"
"11649","Zswim6"
"11650","Ndufaf2"
"11651","Smim15"
"11652","Ercc8"
"11653","Elovl7"
"11654","Gm2822"
"11655","Depdc1b"
"11656","Pde4d"
"11657","Rab3c"
"11658","Plk2"
"11659","Gpbp1"
"11660","Mier3"
"11661","Map3k1"
"11662","Gm15327"
"11663","Ankrd55"
"11664","Il6st"
"11665","Slc38a9"
"11666","Plpp1"
"11667","Mtrex"
"11668","Dhx29"
"11669","Ccno"
"11670","Gzma"
"11671","BC067074"
"11672","Snx18"
"11673","Arl15"
"11674","Ndufs4"
"11675","Fst"
"11676","Mocs2"
"11677","Itga2"
"11678","Itga1"
"11679","Pelo"
"11680","Gm10734"
"11681","Isl1"
"11682","Parp8"
"11683","Emb"
"11684","Hcn1"
"11685","Mrps30"
"11686","B430218F22Rik"
"11687","Gm10732"
"11688","Nnt"
"11689","Paip1"
"11690","4833420G17Rik"
"11691","3110070M22Rik"
"11692","Tmem267"
"11693","Gm48265"
"11694","Ccl28"
"11695","Hmgcs1"
"11696","Nim1k"
"11697","Zfp131"
"11698","D830030K20Rik"
"11699","Gm5796"
"11700","Gm3164"
"11701","Gm8281"
"11702","Gm3468"
"11703","Gm3411"
"11704","Gm3636"
"11705","Gm16741"
"11706","Flnb"
"11707","Abhd6"
"11708","Rpp14"
"11709","Pxk"
"11710","Pdhb"
"11711","Kctd6"
"11712","Acox2"
"11713","Oit1"
"11714","4930452B06Rik"
"11715","Fhit"
"11716","Ptprg"
"11717","3830406C13Rik"
"11718","D030051J21Rik"
"11719","Cadps"
"11720","Synpr"
"11721","Gm11100"
"11722","Thoc7"
"11723","Atxn7"
"11724","Psmd6"
"11725","Il3ra"
"11726","Slc4a7"
"11727","Nek10"
"11728","Oxsm"
"11729","Gm47794"
"11730","Ngly1"
"11731","5430414B19Rik"
"11732","Gm47798"
"11733","Gm48163"
"11734","Top2b"
"11735","Rarb"
"11736","Thrb"
"11737","Gm48321"
"11738","Nr1d2"
"11739","Rpl15"
"11740","Nkiras1"
"11741","Ube2e1"
"11742","Ube2e2"
"11743","Gm2237"
"11744","Nid2"
"11745","Rtraf"
"11746","Gng2"
"11747","Saysd1"
"11748","Kcnk5"
"11749","Kcnk16"
"11750","Nudt13"
"11751","Ecd"
"11752","Fam149b"
"11753","Dnajc9"
"11754","Mrps16"
"11755","Anxa7"
"11756","Mss51"
"11757","Ppp3cb"
"11758","1810062O18Rik"
"11759","Usp54"
"11760","2810402E24Rik"
"11761","Myoz1"
"11762","Sec24c"
"11763","6230400D17Rik"
"11764","Fut11"
"11765","Chchd1"
"11766","Zswim8"
"11767","Ndst2"
"11768","Camk2g"
"11769","Vcl"
"11770","Ap3m1"
"11771","Adk"
"11772","Gm30363"
"11773","Kat6b"
"11774","Samd8"
"11775","Vdac2"
"11776","Comtd1"
"11777","A430057M04Rik"
"11778","Zfp503"
"11779","Lrmda"
"11780","Gm7480"
"11781","Gm47601"
"11782","Kcnma1"
"11783","Dlg5"
"11784","Polr3a"
"11785","Rps24"
"11786","4930428N03Rik"
"11787","Zmiz1os1"
"11788","Gm26660"
"11789","Zmiz1"
"11790","Gm47920"
"11791","Ppif"
"11792","Anxa11"
"11793","Tmem254a"
"11794","Slmap"
"11795","Dennd6a"
"11796","Arf4os"
"11797","Arf4"
"11798","Pde12"
"11799","9930004E17Rik"
"11800","Appl1"
"11801","Il17rd"
"11802","Arhgef3"
"11803","Tasor"
"11804","Ccdc66"
"11805","Erc2"
"11806","Wnt5a"
"11807","Selenok"
"11808","Actr8"
"11809","Il17rb"
"11810","Chdh"
"11811","Cacna1d"
"11812","Dcp1a"
"11813","Tkt"
"11814","Prkcd"
"11815","Rft1"
"11816","Sfmbt1"
"11817","Stimate"
"11818","Itih3"
"11819","Nek4"
"11820","Spcs1"
"11821","Glt8d1"
"11822","Gnl3"
"11823","Pbrm1"
"11824","Smim4"
"11825","Nt5dc2"
"11826","Nisch"
"11827","Tnnc1"
"11828","Phf7"
"11829","Bap1"
"11830","Capn7"
"11831","Sh3bp5"
"11832","Mettl6"
"11833","Eaf1"
"11834","Hacl1"
"11835","Btd"
"11836","Ankrd28"
"11837","Dph3"
"11838","Oxnad1"
"11839","Ncoa4"
"11840","Timm23"
"11841","Parg"
"11842","Gm46447"
"11843","Ogdhl"
"11844","1700024G13Rik"
"11845","Chat"
"11846","Ercc6"
"11847","Arhgap22"
"11848","Mapk8"
"11849","Gm49201"
"11850","Shld2"
"11851","Glud1"
"11852","Mmrn2"
"11853","Bmpr1a"
"11854","9230112D13Rik"
"11855","Ldb3"
"11856","Gm49024"
"11857","5830448L01Rik"
"11858","Wapl"
"11859","A930038B10Rik"
"11860","Gm49032"
"11861","Grid1"
"11862","Ccser2"
"11863","2610528A11Rik"
"11864","Ghitm"
"11865","Tspan14"
"11866","Prxl2a"
"11867","Gm47547"
"11868","Gm7324"
"11869","Gm8113"
"11870","AC160336.1"
"11871","Ptgdr"
"11872","Txndc16"
"11873","Gpr137c"
"11874","Ero1l"
"11875","Psmc6"
"11876","Styx"
"11877","Gnpnat1"
"11878","Fermt2"
"11879","Gm15601"
"11880","Ddhd1"
"11881","Cdkn3"
"11882","Cnih1"
"11883","Gm48933"
"11884","Gmfb"
"11885","Gm10101"
"11886","Cgrrf1"
"11887","Samd4"
"11888","Gm10371"
"11889","Gch1"
"11890","Wdhd1"
"11891","Socs4"
"11892","Mapk1ip1l"
"11893","Lgals3"
"11894","Dlgap5"
"11895","Gm48975"
"11896","Fbxo34"
"11897","Atg14"
"11898","Ktn1"
"11899","Peli2"
"11900","Tmem260"
"11901","Exoc5"
"11902","Ap5m1"
"11903","Naa30"
"11904","ccdc198"
"11905","Gm48940"
"11906","Armh4"
"11907","Ttc5"
"11908","Ccnb1ip1"
"11909","Parp2"
"11910","Tep1"
"11911","Gm26782"
"11912","Klhl33"
"11913","Osgep"
"11914","Apex1"
"11915","Pip4p1"
"11916","Pnp"
"11917","Pnp2"
"11918","Rnase12"
"11919","Rnase4"
"11920","Ang"
"11921","1810028F09Rik"
"11922","Rnase1"
"11923","Ang4"
"11924","AY358078"
"11925","Mettl17"
"11926","Slc39a2"
"11927","Ndrg2"
"11928","Arhgef40"
"11929","Zfp219"
"11930","Tmem253"
"11931","Gm49086"
"11932","Hnrnpc"
"11933","Rpgrip1"
"11934","Supt16"
"11935","Gm26590"
"11936","Chd8"
"11937","Rab2b"
"11938","Tox4"
"11939","Mettl3"
"11940","Sall2"
"11941","B230359F08Rik"
"11942","Trac"
"11943","Dad1"
"11944","Abhd4"
"11945","Gm43305"
"11946","5330426L24Rik"
"11947","Oxa1l"
"11948","Slc7a7"
"11949","Mrpl52"
"11950","Mmp14"
"11951","Gm10366"
"11952","Lrp10"
"11953","Rem2"
"11954","Prmt5"
"11955","Haus4"
"11956","Ajuba"
"11957","4931414P19Rik"
"11958","Psmb5"
"11959","Cdh24"
"11960","Acin1"
"11961","1700123O20Rik"
"11962","Slc7a8"
"11963","Homez"
"11964","Ppp1r3e"
"11965","Bcl2l2"
"11966","Pabpn1"
"11967","Slc22a17"
"11968","Efs"
"11969","Il25"
"11970","Ngdn"
"11971","Zfhx2"
"11972","Thtpa"
"11973","Ap1g2"
"11974","Jph4"
"11975","Dhrs4"
"11976","Carmil3"
"11977","Pck2"
"11978","A730061H03Rik"
"11979","Dcaf11"
"11980","Psme1"
"11981","Emc9"
"11982","Psme2"
"11983","Rnf31"
"11984","Irf9"
"11985","Rec8"
"11986","Ipo4"
"11987","Tm9sf1"
"11988","Gm49747"
"11989","Tssk4"
"11990","Mdp1"
"11991","Nedd8"
"11992","Gmpr2"
"11993","Tinf2"
"11994","Rabggta"
"11995","Dhrs1"
"11996","Nop9"
"11997","Cideb"
"11998","Ltb4r2"
"11999","Ltb4r1"
"12000","Adcy4"
"12001","Ripk3"
"12002","Cbln3"
"12003","Khnyn"
"12004","Sdr39u1"
"12005","Gzmb"
"12006","Cenpj"
"12007","Parp4"
"12008","Mphosph8"
"12009","Gm16973"
"12010","Pspc1"
"12011","Zmym5"
"12012","2410022M11Rik"
"12013","Zmym2"
"12014","Gjb2"
"12015","Cryl1"
"12016","Ift88"
"12017","Il17d"
"12018","Eef1akmt1"
"12019","Xpo4"
"12020","Lats2"
"12021","Sap18"
"12022","Ska3"
"12023","Mrpl57"
"12024","Zdhhc20"
"12025","Micu2"
"12026","3110083C13Rik"
"12027","Fgf9"
"12028","Rcbtb1"
"12029","Phf11d"
"12030","Phf11c"
"12031","Setdb2"
"12032","Cab39l"
"12033","Cdadc1"
"12034","Shisa2"
"12035","Atp8a2"
"12036","Gm49336"
"12037","Mtmr6"
"12038","Amer2"
"12039","Spata13"
"12040","Mipep"
"12041","Tnfrsf19"
"12042","Sacs"
"12043","Ebpl"
"12044","Kpna3"
"12045","Spryd7"
"12046","Trim13"
"12047","Dleu2"
"12048","Gm27010"
"12049","Gm26916"
"12050","Gm27017"
"12051","Rnaseh2b"
"12052","Ints6"
"12053","Wdfy2"
"12054","Ctsb"
"12055","Fdft1"
"12056","Neil2"
"12057","Gata4"
"12058","Fam167a"
"12059","Tdh"
"12060","Mtmr9"
"12061","Gm15918"
"12062","Xkr6"
"12063","Pinx1"
"12064","Msra"
"12065","Kif13b"
"12066","Hmbox1"
"12067","Ints9"
"12068","Extl3"
"12069","Fzd3"
"12070","Zfp395"
"12071","Elp3"
"12072","Nuggc"
"12073","Pbk"
"12074","Esco2"
"12075","Ccdc25"
"12076","Clu"
"12077","Gulo"
"12078","Ephx2"
"12079","Ptk2b"
"12080","1700001G11Rik"
"12081","Trim35"
"12082","Dpysl2"
"12083","Gm5464"
"12084","Pnma2"
"12085","Bnip3l"
"12086","Ppp2r2a"
"12087","Gm20667"
"12088","Cdca2"
"12089","Kctd9"
"12090","Gnrh1"
"12091","Dock5"
"12092","Nefm"
"12093","Nefl"
"12094","Gm31227"
"12095","Slc25a37"
"12096","Loxl2"
"12097","R3hcc1"
"12098","Chmp7"
"12099","Tnfrsf10b"
"12100","Rhobtb2"
"12101","Pebp4"
"12102","Egr3"
"12103","Bin3"
"12104","Ccar2"
"12105","9930012K11Rik"
"12106","Pdlim2"
"12107","Gm49417"
"12108","Ppp3cc"
"12109","Slc39a14"
"12110","Piwil2"
"12111","Polr3d"
"12112","Bmp1"
"12113","Reep4"
"12114","Hr"
"12115","Nudt18"
"12116","Fam160b2"
"12117","Xpo7"
"12118","Dok2"
"12119","Fndc3a"
"12120","Rcbtb2"
"12121","Rb1"
"12122","Lpar6"
"12123","Itm2b"
"12124","Med4"
"12125","Nudt15"
"12126","Sucla2"
"12127","Gm49164"
"12128","Esd"
"12129","Lrch1"
"12130","Lcp1"
"12131","Zc3h13"
"12132","Cog3"
"12133","Slc25a30"
"12134","Gm4285"
"12135","Tpt1"
"12136","Gtf2f2"
"12137","Gpalpp1"
"12138","Nufip1"
"12139","Tsc22d1"
"12140","Serp2"
"12141","1700108F19Rik"
"12142","Lacc1"
"12143","Ccdc122"
"12144","Dnajc15"
"12145","Epsti1"
"12146","Akap11"
"12147","Dgkh"
"12148","Vwa8"
"12149","Rgcc"
"12150","Naa16"
"12151","Mtrf1"
"12152","Kbtbd7"
"12153","Kbtbd6"
"12154","Wbp4"
"12155","Elf1"
"12156","Sugt1"
"12157","Cnmd"
"12158","Pcdh8"
"12159","Gm9748"
"12160","Gm6999"
"12161","Olfm4"
"12162","Diaph3"
"12163","Tdrd3"
"12164","Pcdh20"
"12165","Dach1"
"12166","Rpl36a-ps1"
"12167","Mzt1"
"12168","Bora"
"12169","Dis3"
"12170","Pibf1"
"12171","Klf5"
"12172","Klf12"
"12173","Tbc1d4"
"12174","Commd6"
"12175","Uchl3"
"12176","Gm9922"
"12177","Lmo7"
"12178","Kctd12"
"12179","Cln5"
"12180","Fbxl3"
"12181","Mycbp2"
"12182","Slain1"
"12183","Pou4f1"
"12184","Rnf219"
"12185","Rbm26"
"12186","Gm17066"
"12187","Ndfip2"
"12188","5430440P10Rik"
"12189","Gm10076"
"12190","Spry2"
"12191","Slitrk6"
"12192","Tpm3-rs7"
"12193","Mir17hg"
"12194","Dct"
"12195","Tgds"
"12196","Gpr180"
"12197","Gm4675"
"12198","Abcc4"
"12199","Dzip1"
"12200","Dnajc3"
"12201","Gm49768"
"12202","Uggt2"
"12203","Mbnl2"
"12204","Rap2a"
"12205","Ipo5"
"12206","Farp1"
"12207","B930095G15Rik"
"12208","Stk24"
"12209","Slc15a1"
"12210","Dock9"
"12211","1810041H14Rik"
"12212","Ubac2"
"12213","Gpr18"
"12214","Gpr183"
"12215","A330035P11Rik"
"12216","Tm9sf2"
"12217","Clybl"
"12218","Pcca"
"12219","Ggact"
"12220","4930594M22Rik"
"12221","Tmtc4"
"12222","4930594M22Rik.1"
"12223","Fgf14"
"12224","Selenop"
"12225","Ccdc152"
"12226","Ghr"
"12227","Fbxo4"
"12228","AW549877"
"12229","BC037032"
"12230","Oxct1"
"12231","Plcxd3"
"12232","Card6"
"12233","Rpl37"
"12234","Prkaa1"
"12235","Gm15938"
"12236","Ttc33"
"12237","Ptger4"
"12238","Fyb"
"12239","Rictor"
"12240","Egflam"
"12241","Gm49207"
"12242","Wdr70"
"12243","Nup155"
"12244","Cplane1"
"12245","Nipbl"
"12246","Gm31282"
"12247","Slc1a3"
"12248","Ranbp3l"
"12249","Nadk2"
"12250","Skp2"
"12251","Lmbrd2"
"12252","Capsl"
"12253","Prlr"
"12254","Agxt2"
"12255","Dnajc21"
"12256","Brix1"
"12257","Rad1"
"12258","Rai14"
"12259","4930556M19Rik"
"12260","Gm19276"
"12261","Amacr"
"12262","Adamts12"
"12263","Tars"
"12264","Sub1"
"12265","Zfr"
"12266","Mtmr12"
"12267","Golph3"
"12268","Pdzd2"
"12269","6030458C11Rik"
"12270","Drosha"
"12271","Basp1"
"12272","Gm36642"
"12273","Myo10"
"12274","Retreg1"
"12275","Zfp622"
"12276","March11"
"12277","Gm36899"
"12278","Ank"
"12279","Otulin"
"12280","Otulinl"
"12281","Trio"
"12282","Dnah5"
"12283","Dap"
"12284","Ropn1l"
"12285","March6"
"12286","Cmbl"
"12287","Cct5"
"12288","Atpsckmt"
"12289","Snhg18"
"12290","Sema5a"
"12291","Sdc2"
"12292","Cpq"
"12293","Tspyl5"
"12294","Mtdh"
"12295","Laptm4b"
"12296","Matn2"
"12297","9430069I07Rik"
"12298","Rpl30"
"12299","Erich5"
"12300","Rida"
"12301","Pop1"
"12302","Nipal2"
"12303","Stk3"
"12304","Osr2"
"12305","Gm48960"
"12306","Vps13b"
"12307","Cox6c"
"12308","Rgs22"
"12309","Polr2k"
"12310","Spag1"
"12311","Rnf19a"
"12312","Ankrd46"
"12313","Pabpc1"
